distributor,zrep,category,demand segment,year,period,rolling_period,sell_out_actuals_qty,sell_out_forecast_qty_deimos,sell_out_forecast_qty,price,in_transit,target_inventory,beginning_inventory,woh_inventory_required,sell_in_actuals_qty,sell_in_forecast_qty,ending_inventory,planner_group,doh
D7,Product_3,C3,Seg 1,2023,11,P-31,325.4,22.2,22.2,264.91,0,6,0,42.8,65,65,42.8,High,53.9
D7,Product_3,C3,Seg 1,2023,12,P-30,126.5,28.5,28.5,265.05,0,6,0,95.1,123.6,123.6,95.1,High,93.3
D7,Product_3,C3,Seg 1,2023,13,P-29,441.3,63.4,63.4,264.77,0,6,0,66.9,130.3,130.3,66.9,High,29.5
D7,Product_3,C3,Seg 1,2024,1,P-28,482.7,44.6,44.6,264.58,0,6,0,46.7,91.3,91.3,46.7,High,29.3
D7,Product_3,C3,Seg 1,2024,2,P-27,561.7,31.1,31.1,264.96,0,6,0,73.4,104.6,104.6,73.4,High,66.1
D7,Product_3,C3,Seg 1,2024,3,P-26,728.2,49,49,264.51,0,6,0,221.8,270.8,270.8,221.8,High,126.9
D7,Product_3,C3,Seg 1,2024,4,P-25,656.2,147.9,147.9,264.72,0,6,0,202.8,350.7,350.7,202.8,High,38.4
D7,Product_3,C3,Seg 1,2024,5,P-24,577.4,135.2,135.2,264.78,0,6,0,168.3,303.5,303.5,168.3,High,34.9
D7,Product_3,C3,Seg 1,2024,6,P-23,529.7,112.2,112.2,264.76,0,6,0,101.3,213.5,213.5,101.3,High,25.3
D7,Product_3,C3,Seg 1,2024,7,P-22,449.7,67.5,67.5,264.80,0,6,0,1.9,69.4,69.4,1.9,High,0.8
D7,Product_3,C3,Seg 1,2024,8,P-21,400.5,1.3,1.3,258.00,0,6,0,31.7,33,33,31.7,High,701.5
D7,Product_3,C3,Seg 1,2024,9,P-20,529.7,21.2,21.2,264.24,0,6,0,73.9,95,95,73.9,High,97.7
D7,Product_3,C3,Seg 1,2024,10,P-19,473.7,49.2,49.2,264.94,0,6,0,115.1,164.4,164.4,115.1,High,65.5
D7,Product_3,C3,Seg 1,2024,11,P-18,543.5,76.7,76.7,264.89,0,6,0,129.9,206.6,206.6,129.9,High,47.4
D7,Product_3,C3,Seg 1,2024,12,P-17,546.2,86.6,86.6,264.66,0,6,0,140.6,227.2,227.2,140.6,High,45.5
D7,Product_3,C3,Seg 1,2024,13,P-16,688.4,93.7,93.7,264.81,0,6,223.4,104.7,0,0,129.7,High,38.7
D7,Product_3,C3,Seg 1,2025,1,P-15,540.7,69.8,69.8,264.64,0,6,347.2,91.6,0,0,277.4,High,111.3
D7,Product_3,C3,Seg 1,2025,2,P-14,760.7,61,61,264.93,0,6,324.2,157.5,0,0,263.1,High,120.7
D7,Product_3,C3,Seg 1,2025,3,P-13,637.8,105,105,264.67,0,6,274.8,323,153.3,153.3,323,High,86.2
D7,Product_3,C3,Seg 1,2025,4,P-12,631.8,215.4,215.4,264.69,0,6,320.5,202.4,97.3,97.3,202.4,High,26.3
D7,Product_3,C3,Seg 1,2025,5,P-11,730.2,134.9,134.9,264.79,0,6,334.3,177.3,0,0,199.3,High,41.4
D7,Product_3,C3,Seg 1,2025,6,P-10,577.5,118.2,118.2,264.68,0,6,328,275.9,66.1,66.1,275.9,High,65.4
D7,Product_3,C3,Seg 1,2025,7,P-9,727.7,184,184,264.67,0,6,279.2,32.5,0,0,95.2,High,14.5
D7,Product_3,C3,Seg 1,2025,8,P-8,500.9,21.6,21.6,265.20,0,6,178.5,65.5,0,0,156.9,High,203
D7,Product_3,C3,Seg 1,2025,9,P-7,660.8,43.7,43.7,264.57,0,6,182.4,109.5,0,0,138.7,High,88.9
D7,Product_3,C3,Seg 1,2025,10,P-6,716.4,73,73,264.79,0,6,172,200.7,101.7,101.7,200.7,High,77
D7,Product_3,C3,Seg 1,2025,11,P-5,548.9,133.8,133.8,264.71,0,6,123.1,213.8,224.5,224.5,213.8,High,44.7
D7,Product_3,C3,Seg 1,2025,12,P-4,628.3,142.5,142.5,264.79,0,6,170.1,181.6,154,154,181.6,High,35.7
D7,Product_3,C3,Seg 1,2025,13,P-3,611.7,121,121,264.84,0,6,156.4,143.1,107.7,107.7,143.1,High,33.1
D7,Product_3,C3,Seg 1,2026,1,P-2,778.6,95.4,95.4,264.71,0,6,130.2,141.5,106.7,106.7,141.5,High,41.5
D7,Product_3,C3,Seg 1,2026,2,P-1,697,94.3,94.3,264.78,108,6,116.4,244.6,222.5,222.5,244.6,High,72.6
D7,Product_3,C3,Seg 1,2026,3,P+0,99.6,163.1,163.1,264.71,84,6,159.3,415.6,,419.4,415.6,High,71.4
D7,Product_3,C3,Seg 1,2026,4,P+1,,277.1,277.1,264.71,72,6,415.6,197.9,,59.4,197.9,High,20
D7,Product_3,C3,Seg 1,2026,5,P+2,,131.9,131.9,264.83,0,6,197.9,198.2,,132.3,198.2,High,42.1
D7,Product_3,C3,Seg 1,2026,6,P+3,,132.2,132.2,264.66,0,6,198.2,450,,383.9,450,High,95.3
D7,Product_3,C3,Seg 1,2026,7,P+4,,300,300,264.73,0,6,450,55,,0,150,High,14
D7,Product_3,C3,Seg 1,2026,8,P+5,,36.7,36.7,264.58,0,6,150,99.2,,0,113.3,High,86.5
D7,Product_3,C3,Seg 1,2026,9,P+6,,66.1,66.1,264.79,0,6,113.3,150.1,,102.9,150.1,High,63.6
D7,Product_3,C3,Seg 1,2026,10,P+7,,100.1,100.1,264.68,0,6,150.1,289.1,,239,289.1,High,80.9
D7,Product_3,C3,Seg 1,2026,11,P+8,,192.7,192.7,264.76,0,6,289.1,293.7,,197.4,293.7,High,42.7
D7,Product_3,C3,Seg 1,2026,12,P+9,,195.8,195.8,264.75,0,6,293.7,273.5,,175.6,273.5,High,39.1
D7,Product_3,C3,Seg 1,2026,13,P+10,,182.3,182.3,264.75,0,6,273.5,183.2,,92,183.2,High,28.1
D7,Product_3,C3,Seg 1,2027,1,P+11,,122.1,122.1,264.78,0,6,183.2,196.6,,135.5,196.6,High,45.1
D7,Product_3,C3,Seg 1,2027,2,P+12,,131.1,131.1,264.68,0,6,196.6,333.5,,268,333.5,High,71.3
D7,Product_3,C3,Seg 1,2027,3,P+13,,222.4,222.4,264.69,0,6,333.5,498.7,,387.5,498.7,High,62.8
D7,Product_3,C3,Seg 1,2027,4,P+14,,332.5,332.5,264.72,0,6,498.7,191.8,,25.6,191.8,High,16.2
D7,Product_3,C3,Seg 1,2027,5,P+15,,127.9,127.9,264.71,0,6,191.8,232.1,,168.1,232.1,High,50.8
D7,Product_3,C3,Seg 1,2027,6,P+16,,154.7,154.7,264.73,0,6,232.1,620.3,,542.9,620.3,High,112.3
D7,Product_3,C3,Seg 1,2027,7,P+17,,413.5,413.5,264.73,0,6,620.3,70.4,,0,206.8,High,14
D7,Product_3,C3,Seg 1,2027,8,P+18,,47,47,264.49,0,6,206.8,133.9,,0,159.8,High,95.3
D7,Product_3,C3,Seg 1,2027,9,P+19,,89.3,89.3,264.71,0,6,159.8,196.1,,125.6,196.1,High,61.5
D7,Product_3,C3,Seg 1,2027,10,P+20,,130.7,130.7,264.80,0,6,196.1,379.1,,313.8,379.1,High,81.2
D7,Product_3,C3,Seg 1,2027,11,P+21,,252.7,252.7,264.78,0,6,379.1,368.9,,242.5,368.9,High,40.9
D7,Product_3,C3,Seg 1,2027,12,P+22,,245.9,245.9,264.75,0,6,368.9,253,,130.1,253,High,28.8
D7,Product_3,C3,Seg 1,2027,13,P+23,,168.7,168.7,264.73,0,6,253,225.8,,141.5,225.8,High,37.5
D7,Product_3,C3,Seg 1,2028,1,P+24,,150.6,150.6,264.67,0,6,225.8,256.9,,181.6,256.9,High,47.8
D7,Product_3,C3,Seg 1,2028,2,P+25,,171.2,171.2,264.78,0,6,256.9,422.7,,337.1,422.7,High,69.1
D7,Product_3,C3,Seg 1,2028,3,P+26,,281.8,281.8,264.74,0,6,422.7,571.9,,431,571.9,High,56.8
D7,Product_3,C3,Seg 1,2028,4,P+27,,381.3,381.3,264.73,0,6,571.9,186.6,,0,190.6,High,14
D7,Product_3,C3,Seg 1,2028,5,P+28,,124.4,124.4,264.72,0,6,190.6,278.9,,212.6,278.9,High,62.8
D7,Product_3,C3,Seg 1,2028,6,P+29,,185.9,185.9,264.76,0,6,278.9,783.6,,690.6,783.6,High,118
D7,Product_3,C3,Seg 1,2028,7,P+30,,522.4,522.4,264.71,0,6,783.6,80,,0,261.2,High,14
D7,Product_3,C3,Seg 1,2028,8,P+31,,53.3,53.3,264.79,0,6,261.2,171,,0,207.9,High,109.2
D7,Product_3,C3,Seg 1,2028,9,P+32,,114,114,264.71,0,6,207.9,247.7,,153.8,247.7,High,60.8
D7,Product_3,C3,Seg 1,2028,10,P+33,,165.1,165.1,264.74,0,6,247.7,469.5,,387,469.5,High,79.6
D7,Product_3,C3,Seg 1,2028,11,P+34,,313,313,264.74,0,6,469.5,438.8,,282.3,438.8,High,39.2
D7,Product_3,C3,Seg 1,2028,12,P+35,,292.5,292.5,264.74,0,6,438.8,285.4,,139.2,285.4,High,27.3
D7,Product_3,C3,Seg 1,2028,13,P+36,,190.3,190.3,264.69,0,6,285.4,271.9,,176.7,271.9,High,40
D7,Product_3,C3,Seg 1,2029,1,P+37,,181.2,181.2,264.78,0,6,271.9,321.8,,231.2,321.8,High,49.7
D7,Product_3,C3,Seg 1,2029,2,P+38,,214.6,214.6,264.67,0,6,321.8,510.7,,403.4,510.7,High,66.6
D7,Product_3,C3,Seg 1,2029,3,P+39,,340.4,340.4,264.77,0,6,510.7,510.7,,340.4,510.7,High,42
D6,Product_4,C4,Seg 2,2021,1,P-67,24.7,32.4,32.4,331.29,0,6,0,56.6,89.1,89.1,56.6,Medium,48.9
D6,Product_4,C4,Seg 2,2021,2,P-66,30.4,37.8,37.8,330.52,0,6,0,40.7,78.4,78.4,40.7,Medium,30.2
D6,Product_4,C4,Seg 2,2021,3,P-65,24.2,27.1,27.1,331.08,0,6,0,68.9,96.1,96.1,68.9,Medium,71.2
D6,Product_4,C4,Seg 2,2021,4,P-64,20,46,46,330.64,0,6,0,68.2,114.1,114.1,68.2,Medium,41.5
D6,Product_4,C4,Seg 2,2021,5,P-63,19.2,45.5,45.5,330.58,0,6,0,43.5,88.9,88.9,43.5,Medium,26.8
D6,Product_4,C4,Seg 2,2021,6,P-62,29.7,29,29,330.83,0,6,0,78.6,107.5,107.5,78.6,Medium,75.9
D6,Product_4,C4,Seg 2,2021,7,P-61,25.1,52.4,52.4,330.73,0,6,0,55.9,108.2,108.2,55.9,Medium,29.9
D6,Product_4,C4,Seg 2,2021,8,P-60,10.5,37.2,37.2,331.32,0,6,0,36,73.3,73.3,36,Medium,27.1
D6,Product_4,C4,Seg 2,2021,9,P-59,,24,24,331.20,0,6,0,54.6,78.6,78.6,54.6,Medium,63.7
D6,Product_4,C4,Seg 2,2021,10,P-58,,36.4,36.4,331.01,0,6,0,63.4,99.8,99.8,63.4,Medium,48.8
D6,Product_4,C4,Seg 2,2021,11,P-57,,42.3,42.3,330.67,0,6,0,39.8,82,82,39.8,Medium,26.3
D6,Product_4,C4,Seg 2,2021,12,P-56,,26.5,26.5,331.02,0,6,0,37.4,63.9,63.9,37.4,Medium,39.5
D6,Product_4,C4,Seg 2,2021,13,P-55,,24.9,24.9,331.20,0,6,0,66.2,91.2,91.2,66.2,Medium,74.4
D6,Product_4,C4,Seg 2,2022,1,P-54,,44.2,44.2,330.64,0,6,0,72.1,116.2,116.2,72.1,Medium,45.7
D6,Product_4,C4,Seg 2,2022,2,P-53,,48.1,48.1,330.58,0,6,0,66.6,114.7,114.7,66.6,Medium,38.8
D6,Product_4,C4,Seg 2,2022,3,P-52,2.2,44.4,44.4,330.93,0,6,0,86.7,131.1,131.1,86.7,Medium,54.7
D6,Product_4,C4,Seg 2,2022,4,P-51,38.1,57.8,57.8,330.88,0,6,0,88.9,146.7,146.7,88.9,Medium,43
D6,Product_4,C4,Seg 2,2022,5,P-50,46.8,59.2,59.2,331.13,0,6,0,67.4,126.6,126.6,67.4,Medium,31.8
D6,Product_4,C4,Seg 2,2022,6,P-49,19.1,44.9,44.9,331.02,0,6,0,94,138.9,138.9,94,Medium,58.6
D6,Product_4,C4,Seg 2,2022,7,P-48,31.3,62.6,62.6,331.09,0,6,0,77.6,140.2,140.2,77.6,Medium,34.7
D6,Product_4,C4,Seg 2,2022,8,P-47,27.7,51.7,51.7,330.93,0,6,0,61,112.7,112.7,61,Medium,33.1
D6,Product_4,C4,Seg 2,2022,9,P-46,21.9,40.7,40.7,330.83,0,6,0,73.7,114.4,114.4,73.7,Medium,50.7
D6,Product_4,C4,Seg 2,2022,10,P-45,34.2,49.1,49.1,331.02,0,6,0,80.4,129.5,129.5,80.4,Medium,45.8
D6,Product_4,C4,Seg 2,2022,11,P-44,35.6,53.6,53.6,331.01,0,6,0,60.7,114.3,114.3,60.7,Medium,31.7
D6,Product_4,C4,Seg 2,2022,12,P-43,26.8,40.5,40.5,330.81,0,6,0,61.6,102.1,102.1,61.6,Medium,42.6
D6,Product_4,C4,Seg 2,2022,13,P-42,15.4,41.1,41.1,330.82,0,6,0,79.1,120.2,120.2,79.1,Medium,53.9
D6,Product_4,C4,Seg 2,2023,1,P-41,14.5,52.8,52.8,330.61,0,6,0,82.1,134.8,134.8,82.1,Medium,43.6
D6,Product_4,C4,Seg 2,2023,2,P-40,39.6,54.7,54.7,330.99,0,6,0,85.1,139.8,139.8,85.1,Medium,43.5
D6,Product_4,C4,Seg 2,2023,3,P-39,30.6,56.7,56.7,330.99,0,6,0,94.3,151,151,94.3,Medium,46.6
D6,Product_4,C4,Seg 2,2023,4,P-38,36.2,62.9,62.9,330.78,0,6,0,98,160.8,160.8,98,Medium,43.6
D6,Product_4,C4,Seg 2,2023,5,P-37,25.7,65.3,65.3,330.91,0,6,0,77.5,142.8,142.8,77.5,Medium,33.2
D6,Product_4,C4,Seg 2,2023,6,P-36,36.3,51.7,51.7,330.78,0,6,0,93.4,145.1,145.1,93.4,Medium,50.6
D6,Product_4,C4,Seg 2,2023,7,P-35,13.4,62.3,62.3,330.84,0,6,0,82.3,144.6,144.6,82.3,Medium,37
D6,Product_4,C4,Seg 2,2023,8,P-34,84.4,54.8,54.8,331.17,0,6,0,66.5,121.3,121.3,66.5,Medium,34
D6,Product_4,C4,Seg 2,2023,9,P-33,40.6,44.3,44.3,331.16,0,6,0,70.7,115,115,70.7,Medium,44.6
D6,Product_4,C4,Seg 2,2023,10,P-32,29.3,47.1,47.1,330.95,0,6,0,74,121.2,121.2,74,Medium,44
D6,Product_4,C4,Seg 2,2023,11,P-31,28.7,49.4,49.4,330.67,0,6,0,57.1,106.4,106.4,57.1,Medium,32.4
D6,Product_4,C4,Seg 2,2023,12,P-30,24.4,38,38,331.33,0,6,0,62.2,100.3,100.3,62.2,Medium,45.8
D6,Product_4,C4,Seg 2,2023,13,P-29,29.9,41.5,41.5,330.84,0,6,0,69.8,111.3,111.3,69.8,Medium,47.1
D6,Product_4,C4,Seg 2,2024,1,P-28,38.7,46.5,46.5,331.19,0,6,0,73.1,119.6,119.6,73.1,Medium,44
D6,Product_4,C4,Seg 2,2024,2,P-27,35.9,48.7,48.7,330.99,0,6,0,86.1,134.9,134.9,86.1,Medium,49.5
D6,Product_4,C4,Seg 2,2024,3,P-26,42.2,57.4,57.4,331.07,0,6,0,86,143.4,143.4,86,Medium,41.9
D6,Product_4,C4,Seg 2,2024,4,P-25,97.1,57.3,57.3,330.98,0,6,0,93.5,150.8,150.8,93.5,Medium,45.7
D6,Product_4,C4,Seg 2,2024,5,P-24,41.4,62.3,62.3,331.02,0,6,0,75.8,138.1,138.1,75.8,Medium,34
D6,Product_4,C4,Seg 2,2024,6,P-23,18.3,50.5,50.5,331.04,0,6,0,83,133.5,133.5,83,Medium,46
D6,Product_4,C4,Seg 2,2024,7,P-22,22.4,55.3,55.3,330.94,0,6,0,79.7,135,135,79.7,Medium,40.4
D6,Product_4,C4,Seg 2,2024,8,P-21,-12.9,53.1,53.1,331.13,0,6,0,65.9,119,119,65.9,Medium,34.7
D6,Product_4,C4,Seg 2,2024,9,P-20,-32.6,43.9,43.9,331.24,0,6,0,63.2,107.1,107.1,63.2,Medium,40.2
D6,Product_4,C4,Seg 2,2024,10,P-19,-1.9,42.1,42.1,330.94,0,6,0,65.8,107.9,107.9,65.8,Medium,43.8
D6,Product_4,C4,Seg 2,2024,11,P-18,13.1,43.9,43.9,330.88,0,6,0,54.1,98,98,54.1,Medium,34.5
D6,Product_4,C4,Seg 2,2024,12,P-17,22.3,36.1,36.1,330.48,0,6,0,62.4,98.5,98.5,62.4,Medium,48.5
D6,Product_4,C4,Seg 2,2024,13,P-16,19.7,41.6,41.6,330.98,0,6,164.1,59.9,0,0,122.5,Medium,82.4
D6,Product_4,C4,Seg 2,2025,1,P-15,46.3,39.9,39.9,330.98,0,6,119.3,64.7,0,0,79.4,Medium,55.7
D6,Product_4,C4,Seg 2,2025,2,P-14,77,43.1,43.1,331.13,0,6,92.7,87.2,37.6,37.6,87.2,Medium,56.6
D6,Product_4,C4,Seg 2,2025,3,P-13,45.4,58.1,58.1,331.14,0,6,67.7,77.3,67.8,67.8,77.3,Medium,37.2
D6,Product_4,C4,Seg 2,2025,4,P-12,29.6,51.5,51.5,331.23,0,6,113.1,89.1,27.6,27.6,89.1,Medium,48.4
D6,Product_4,C4,Seg 2,2025,5,P-11,26.3,59.4,59.4,330.98,0,6,167,73.8,0,0,107.6,Medium,50.7
D6,Product_4,C4,Seg 2,2025,6,P-10,20.2,49.2,49.2,331.00,0,6,128.9,72.5,0,0,79.7,Medium,45.3
D6,Product_4,C4,Seg 2,2025,7,P-9,20.8,48.3,48.3,330.93,0,6,150.6,77.6,0,0,102.3,Medium,59.3
D6,Product_4,C4,Seg 2,2025,8,P-8,26.3,51.8,51.8,330.67,0,6,114.2,65,2.6,2.6,65,Medium,35.2
D6,Product_4,C4,Seg 2,2025,9,P-7,24.5,43.4,43.4,330.56,0,6,75,55.2,23.5,23.5,55.2,Medium,35.6
D6,Product_4,C4,Seg 2,2025,10,P-6,17.7,36.8,36.8,330.75,0,6,84.9,57.9,9.8,9.8,57.9,Medium,44.1
D6,Product_4,C4,Seg 2,2025,11,P-5,22,38.6,38.6,331.08,0,6,70.3,51.7,20,20,51.7,Medium,37.5
D6,Product_4,C4,Seg 2,2025,12,P-4,15.2,34.5,34.5,330.71,0,6,50.9,62,45.6,45.6,62,Medium,50.4
D6,Product_4,C4,Seg 2,2025,13,P-3,17.1,41.4,41.4,330.54,0,6,78.7,49.5,12.1,12.1,49.5,Medium,33.5
D6,Product_4,C4,Seg 2,2026,1,P-2,16.6,33,33,330.68,0,6,98.6,57.1,0,0,65.6,Medium,55.7
D6,Product_4,C4,Seg 2,2026,2,P-1,28.9,38,38,331.28,32,6,78,88.1,48.2,48.2,88.1,Medium,64.9
D6,Product_4,C4,Seg 2,2026,3,P+0,2.6,58.8,58.8,330.70,45,6,78.6,68.5,,48.6,68.5,Medium,32.6
D6,Product_4,C4,Seg 2,2026,4,P+1,,45.7,45.7,330.55,0,6,68.5,84.9,,62.1,84.9,Medium,52.1
D6,Product_4,C4,Seg 2,2026,5,P+2,,56.6,56.6,330.83,0,6,84.9,71.6,,43.3,71.6,Medium,35.4
D6,Product_4,C4,Seg 2,2026,6,P+3,,47.7,47.7,331.19,0,6,71.6,62.1,,38.2,62.1,Medium,36.4
D6,Product_4,C4,Seg 2,2026,7,P+4,,41.4,41.4,330.80,0,6,62.1,76,,55.3,76,Medium,51.4
D6,Product_4,C4,Seg 2,2026,8,P+5,,50.7,50.7,330.80,0,6,76,63.7,,38.4,63.7,Medium,35.2
D6,Product_4,C4,Seg 2,2026,9,P+6,,42.5,42.5,330.88,0,6,63.7,46.8,,25.6,46.8,Medium,30.9
D6,Product_4,C4,Seg 2,2026,10,P+7,,31.2,31.2,331.08,0,6,46.8,50.4,,34.8,50.4,Medium,45.2
D6,Product_4,C4,Seg 2,2026,11,P+8,,33.6,33.6,331.02,0,6,50.4,49.9,,33.1,49.9,Medium,41.6
D6,Product_4,C4,Seg 2,2026,12,P+9,,33.3,33.3,330.52,0,6,49.9,76.2,,59.6,76.2,Medium,64.1
D6,Product_4,C4,Seg 2,2026,13,P+10,,50.8,50.8,330.90,0,6,76.2,38.8,,13.4,38.8,Medium,21.4
D6,Product_4,C4,Seg 2,2027,1,P+11,,25.9,25.9,330.42,0,6,38.8,50.2,,37.3,50.2,Medium,54.4
D6,Product_4,C4,Seg 2,2027,2,P+12,,33.5,33.5,330.84,0,6,50.2,88.8,,72,88.8,Medium,74.2
D6,Product_4,C4,Seg 2,2027,3,P+13,,59.2,59.2,330.83,0,6,88.8,59.5,,29.9,59.5,Medium,28.2
D6,Product_4,C4,Seg 2,2027,4,P+14,,39.7,39.7,330.65,0,6,59.5,80.7,,60.9,80.7,Medium,57
D6,Product_4,C4,Seg 2,2027,5,P+15,,53.8,53.8,331.10,0,6,80.7,69.1,,42.2,69.1,Medium,35.9
D6,Product_4,C4,Seg 2,2027,6,P+16,,46.1,46.1,330.74,0,6,69.1,52,,28.9,52,Medium,31.6
D6,Product_4,C4,Seg 2,2027,7,P+17,,34.6,34.6,331.32,0,6,52,74.7,,57.4,74.7,Medium,60.4
D6,Product_4,C4,Seg 2,2027,8,P+18,,49.8,49.8,331.11,0,6,74.7,62,,37,62,Medium,34.8
D6,Product_4,C4,Seg 2,2027,9,P+19,,41.3,41.3,330.93,0,6,62,38.2,,17.6,38.2,Medium,25.9
D6,Product_4,C4,Seg 2,2027,10,P+20,,25.5,25.5,330.69,0,6,38.2,43.4,,30.7,43.4,Medium,47.7
D6,Product_4,C4,Seg 2,2027,11,P+21,,28.9,28.9,331.26,0,6,43.4,48.5,,34,48.5,Medium,46.9
D6,Product_4,C4,Seg 2,2027,12,P+22,,32.3,32.3,331.07,0,6,48.5,59.1,,42.9,59.1,Medium,51.2
D6,Product_4,C4,Seg 2,2027,13,P+23,,39.4,39.4,330.84,0,6,59.1,28,,8.3,28,Medium,19.9
D6,Product_4,C4,Seg 2,2028,1,P+24,,18.7,18.7,330.63,0,6,28,44.2,,34.9,44.2,Medium,66.3
D6,Product_4,C4,Seg 2,2028,2,P+25,,29.5,29.5,330.83,0,6,44.2,89,,74.2,89,Medium,84.4
D6,Product_4,C4,Seg 2,2028,3,P+26,,59.3,59.3,330.92,0,6,89,50.5,,20.8,50.5,Medium,23.8
D6,Product_4,C4,Seg 2,2028,4,P+27,,33.7,33.7,330.55,0,6,50.5,76.7,,59.9,76.7,Medium,63.8
D6,Product_4,C4,Seg 2,2028,5,P+28,,51.1,51.1,331.13,0,6,76.7,66.3,,40.7,66.3,Medium,36.3
D6,Product_4,C4,Seg 2,2028,6,P+29,,44.2,44.2,330.95,0,6,66.3,42.2,,20.1,42.2,Medium,26.8
D6,Product_4,C4,Seg 2,2028,7,P+30,,28.2,28.2,330.39,0,6,42.2,73.7,,59.6,73.7,Medium,73.3
D6,Product_4,C4,Seg 2,2028,8,P+31,,49.1,49.1,331.09,0,6,73.7,59.6,,35,59.6,Medium,34
D6,Product_4,C4,Seg 2,2028,9,P+32,,39.7,39.7,331.12,0,6,59.6,29.5,,9.6,29.5,Medium,20.8
D6,Product_4,C4,Seg 2,2028,10,P+33,,19.7,19.7,330.46,0,6,29.5,36.9,,27.1,36.9,Medium,52.6
D6,Product_4,C4,Seg 2,2028,11,P+34,,24.6,24.6,331.17,0,6,36.9,47.3,,35,47.3,Medium,53.8
D6,Product_4,C4,Seg 2,2028,12,P+35,,31.5,31.5,331.42,0,6,47.3,56.3,,40.6,56.3,Medium,50
D6,Product_4,C4,Seg 2,2028,13,P+36,,37.6,37.6,330.60,0,6,56.3,17.4,,0,18.8,Medium,14
D6,Product_4,C4,Seg 2,2029,1,P+37,,11.6,11.6,330.13,0,6,18.8,39.1,,31.8,39.1,Medium,94.5
D6,Product_4,C4,Seg 2,2029,2,P+38,,26,26,331.35,0,6,39.1,88.5,,75.5,88.5,Medium,95.2
D6,Product_4,C4,Seg 2,2029,3,P+39,,59,59,330.98,0,6,88.5,88.5,,59,88.5,Medium,42
D5,Product_5,C5,Seg 2,2021,1,P-67,25,90.2,90.2,330.97,0,6,0,126.6,216.8,216.8,126.6,Medium,39.3
D5,Product_5,C5,Seg 2,2021,2,P-66,15.8,84.4,84.4,330.91,0,6,0,133.3,217.7,217.7,133.3,Medium,44.2
D5,Product_5,C5,Seg 2,2021,3,P-65,39.8,88.9,88.9,330.73,0,6,0,175.9,264.7,264.7,175.9,Medium,55.4
D5,Product_5,C5,Seg 2,2021,4,P-64,30.8,117.2,117.2,331.02,0,6,0,138.6,255.9,255.9,138.6,Medium,33.1
D5,Product_5,C5,Seg 2,2021,5,P-63,33,92.4,92.4,330.94,0,6,0,128.3,220.7,220.7,128.3,Medium,38.9
D5,Product_5,C5,Seg 2,2021,6,P-62,36.6,85.5,85.5,330.92,0,6,0,141.4,226.9,226.9,141.4,Medium,46.3
D5,Product_5,C5,Seg 2,2021,7,P-61,40.6,94.3,94.3,330.81,0,6,0,165.6,259.8,259.8,165.6,Medium,49.2
D5,Product_5,C5,Seg 2,2021,8,P-60,34.1,110.4,110.4,330.84,0,6,0,152.8,263.2,263.2,152.8,Medium,38.8
D5,Product_5,C5,Seg 2,2021,9,P-59,33.1,101.9,101.9,330.75,0,6,0,127.4,229.3,229.3,127.4,Medium,35
D5,Product_5,C5,Seg 2,2021,10,P-58,3.4,84.9,84.9,331.04,0,6,0,94.1,179,179,94.1,Medium,31
D5,Product_5,C5,Seg 2,2021,11,P-57,0.5,62.7,62.7,331.14,0,6,0,201.7,264.5,264.5,201.7,Medium,90
D5,Product_5,C5,Seg 2,2021,12,P-56,58.2,134.5,134.5,330.89,0,6,0,159.6,294.1,294.1,159.6,Medium,33.2
D5,Product_5,C5,Seg 2,2021,13,P-55,35,106.4,106.4,330.97,0,6,0,144.4,250.9,250.9,144.4,Medium,38
D5,Product_5,C5,Seg 2,2022,1,P-54,44.2,96.3,96.3,330.87,0,6,0,142.7,239,239,142.7,Medium,41.5
D5,Product_5,C5,Seg 2,2022,2,P-53,32,95.1,95.1,331.04,0,6,0,140.2,235.4,235.4,140.2,Medium,41.3
D5,Product_5,C5,Seg 2,2022,3,P-52,6.5,93.5,93.5,330.87,0,6,0,174.3,267.8,267.8,174.3,Medium,52.2
D5,Product_5,C5,Seg 2,2022,4,P-51,73.8,116.2,116.2,330.84,0,6,0,166.3,282.5,282.5,166.3,Medium,40.1
D5,Product_5,C5,Seg 2,2022,5,P-50,45.3,110.9,110.9,330.87,0,6,0,137,247.9,247.9,137,Medium,34.6
D5,Product_5,C5,Seg 2,2022,6,P-49,43.4,91.4,91.4,330.76,0,6,0,153.3,244.7,244.7,153.3,Medium,47
D5,Product_5,C5,Seg 2,2022,7,P-48,39.3,102.2,102.2,330.94,0,6,0,164.2,266.4,266.4,164.2,Medium,45
D5,Product_5,C5,Seg 2,2022,8,P-47,38.6,109.5,109.5,330.77,0,6,0,160.1,269.6,269.6,160.1,Medium,41
D5,Product_5,C5,Seg 2,2022,9,P-46,29.4,106.7,106.7,331.05,0,6,0,139.8,246.5,246.5,139.8,Medium,36.7
D5,Product_5,C5,Seg 2,2022,10,P-45,51.1,93.2,93.2,330.87,0,6,0,121.6,214.8,214.8,121.6,Medium,36.5
D5,Product_5,C5,Seg 2,2022,11,P-44,34.8,81.1,81.1,330.74,0,6,0,177.3,258.4,258.4,177.3,Medium,61.3
D5,Product_5,C5,Seg 2,2022,12,P-43,50.9,118.2,118.2,330.96,0,6,0,163,281.2,281.2,163,Medium,38.6
